SPECIALISTES,DEPARTEMENT,DEPASSEMENTS (euros)
Gynecologie obstetrique et gynecologie medicale,Somme,0.0
Gynecologie obstetrique et gynecologie medicale,Tarn,0.0
Gynecologie obstetrique et gynecologie medicale,Tarn-et-Garonne,0.0
Gynecologie obstetrique et gynecologie medicale,Vienne,0.0
Gynecologie obstetrique et gynecologie medicale,Vosges,0.0
Gynecologie obstetrique et gynecologie medicale,Terr,0.0
Gynecologie obstetrique et gynecologie medicale,Hauts-de-Seine,1041486.0
Gynecologie obstetrique et gynecologie medicale,Val-de-Marne,3527249.0
Gynecologie obstetrique et gynecologie medicale,Guadeloupe,0.0
Gynecologie obstetrique et gynecologie medicale,Martinique,0.0
Gynecologie obstetrique et gynecologie medicale,Guyane,0.0
Gynecologie obstetrique et gynecologie medicale,Mayotte,0.0
Gynecologie obstetrique,Ain,1036650.0
Gynecologie obstetrique,Aisne,429135.0
Gynecologie obstetrique,Allier,516155.0
Gynecologie obstetrique,Alpes-Maritimes,11519897.0
Gynecologie obstetrique,Ardeche,0.0
Gynecologie obstetrique,Aude,313667.0
Gynecologie obstetrique,Bouches-du-Rhone,10872089.0
Gynecologie obstetrique,Calvados,1498216.0
Gynecologie obstetrique,Charente,425047.0
Gynecologie obstetrique,Charente-Maritime,611124.0
Gynecologie obstetrique,Cote-d,2000547.0
Gynecologie obstetrique,Dordogne,573574.0
Gynecologie obstetrique,Doubs,271983.0
Gynecologie obstetrique,Drome,493618.0
Gynecologie obstetrique,Eure,706906.0
Gynecologie obstetrique,Eure-et-Loir,1232399.0
Gynecologie obstetrique,Finistere,1053610.0
Gynecologie obstetrique,Gard,1657442.0
Gynecologie obstetrique,Haute-Garonne,5949957.0
Gynecologie obstetrique,Gironde,5503993.0
Gynecologie obstetrique,Herault,5145426.0
Gynecologie obstetrique,Ille-et-Vilaine,1176229.0
Gynecologie obstetrique,Indre-et-Loire,1161442.0
Gynecologie obstetrique,Isere,4330282.0
Gynecologie obstetrique,Landes,277473.0
Gynecologie obstetrique,Loir-et-Cher,195864.0
Gynecologie obstetrique,Loire,1690695.0
Gynecologie obstetrique,Loire-Atlantique,3209888.0
Gynecologie obstetrique,Loiret,1978030.0
Gynecologie obstetrique,Lot-et-Garonne,708453.0
Gynecologie obstetrique,Maine-et-Loire,1446919.0
Gynecologie obstetrique,Manche,197292.0
Gynecologie obstetrique,Marne,1604836.0
Gynecologie obstetrique,Meurthe-et-Moselle,1392778.0
Gynecologie obstetrique,Morbihan,662358.0
Gynecologie obstetrique,Moselle,1914318.0
Gynecologie obstetrique,Nord,7209182.0
Gynecologie obstetrique,Oise,1413672.0
Gynecologie obstetrique,Pas-de-Calais,1015037.0
Gynecologie obstetrique,Puy-de-Dome,1681579.0
Gynecologie obstetrique,Pyrenees-Atlantiques,1739217.0
Gynecologie obstetrique,Hautes-Pyrenees,481493.0
Gynecologie obstetrique,Pyrenees-Orientales,652661.0
Gynecologie obstetrique,Bas-Rhin,6861299.0
Gynecologie obstetrique,Haut-Rhin,5116635.0
Gynecologie obstetrique,Rhone,16571110.0
Gynecologie obstetrique,Saone-et-Loire,1236046.0
Gynecologie obstetrique,Sarthe,721993.0
Gynecologie obstetrique,Savoie,906046.0
Gynecologie obstetrique,Haute-Savoie,2156635.0
Gynecologie obstetrique,Paris ,50132477.0
Gynecologie obstetrique,Seine-Maritime,1575670.0
Gynecologie obstetrique,Seine-et-Marne,3352766.0
Gynecologie obstetrique,Yvelines,14395613.0
Gynecologie obstetrique,Deux-Sevres,195632.0
Gynecologie obstetrique,Somme,486899.0
Gynecologie obstetrique,Tarn,213802.0
Gynecologie obstetrique,Tarn-et-Garonne,861148.0
Gynecologie obstetrique,Var,4179517.0
Gynecologie obstetrique,Vaucluse,3250563.0
Gynecologie obstetrique,Vendee,538776.0
Gynecologie obstetrique,Vienne,1135771.0
Gynecologie obstetrique,Haute-Vienne,188667.0
Gynecologie obstetrique,Vosges,640158.0
Gynecologie obstetrique,Yonne,947812.0
Gynecologie obstetrique,Terr,546441.0
Gynecologie obstetrique,Essonne,6661676.0
Gynecologie obstetrique,Hauts-de-Seine,11529555.0
Gynecologie obstetrique,Seine-St-Denis,5784847.0
Gynecologie obstetrique,Val-de-Marne,5319510.0
Gynecologie obstetrique,Val-d,7746367.0
Gynecologie obstetrique,Guadeloupe,427170.0
Gynecologie obstetrique,Martinique,609487.0
Gynecologie obstetrique,Guyane,116166.0
Gynecologie obstetrique,Reunion,1167402.0
Gastro-enterologie et hepatologie,Ain,239063.0
Gastro-enterologie et hepatologie,Aisne,71060.0
Gastro-enterologie et hepatologie,Alpes-Maritimes,2165165.0
Gastro-enterologie et hepatologie,Aube,500895.0
Gastro-enterologie et hepatologie,Bouches-du-Rhone,262980.0
Gastro-enterologie et hepatologie,Calvados,36460.0
Gastro-enterologie et hepatologie,Charente,27517.0
Gastro-enterologie et hepatologie,Charente-Maritime,710611.0
Gastro-enterologie et hepatologie,Correze,260914.0
Gastro-enterologie et hepatologie,Cote-d,224530.0
Gastro-enterologie et hepatologie,Cotes-d,50329.0
Gastro-enterologie et hepatologie,Doubs,216392.0
Gastro-enterologie et hepatologie,Drome,494425.0
Gastro-enterologie et hepatologie,Finistere,10009.0
Gastro-enterologie et hepatologie,Gard,423592.0
Gastro-enterologie et hepatologie,Haute-Garonne,880836.0
Gastro-enterologie et hepatologie,Gironde,2302181.0
Gastro-enterologie et hepatologie,Herault,944367.0
Gastro-enterologie et hepatologie,Ille-et-Vilaine,4096.0
Gastro-enterologie et hepatologie,Indre-et-Loire,21597.0
Gastro-enterologie et hepatologie,Isere,2232107.0
Gastro-enterologie et hepatologie,Landes,112799.0
Gastro-enterologie et hepatologie,Loire,197145.0
Gastro-enterologie et hepatologie,Loire-Atlantique,234952.0
Gastro-enterologie et hepatologie,Loiret,105337.0
Gastro-enterologie et hepatologie,Maine-et-Loire,296808.0
Gastro-enterologie et hepatologie,Marne,1081385.0
Gastro-enterologie et hepatologie,Meurthe-et-Moselle,235211.0
Gastro-enterologie et hepatologie,Morbihan,3289.0
Gastro-enterologie et hepatologie,Moselle,54928.0
Gastro-enterologie et hepatologie,Nord,1788328.0
Gastro-enterologie et hepatologie,Oise,61989.0
Gastro-enterologie et hepatologie,Pas-de-Calais,36766.0
Gastro-enterologie et hepatologie,Puy-de-Dome,801612.0
Gastro-enterologie et hepatologie,Pyrenees-Atlantiques,469514.0
Gastro-enterologie et hepatologie,Pyrenees-Orientales,31858.0
Gastro-enterologie et hepatologie,Bas-Rhin,1953665.0
Gastro-enterologie et hepatologie,Haut-Rhin,599692.0
Gastro-enterologie et hepatologie,Rhone,7343044.0
Gastro-enterologie et hepatologie,Saone-et-Loire,108092.0
Gastro-enterologie et hepatologie,Sarthe,90519.0
Gastro-enterologie et hepatologie,Haute-Savoie,542575.0
Gastro-enterologie et hepatologie,Paris ,12124114.0
Gastro-enterologie et hepatologie,Seine-Maritime,23068.0
Gastro-enterologie et hepatologie,Seine-et-Marne,763457.0
Gastro-enterologie et hepatologie,Yvelines,1955949.0
Gastro-enterologie et hepatologie,Somme,58533.0
Gastro-enterologie et hepatologie,Tarn,1672.0
Gastro-enterologie et hepatologie,Var,902283.0
Gastro-enterologie et hepatologie,Vaucluse,299514.0
Gastro-enterologie et hepatologie,Vendee,41285.0
Gastro-enterologie et hepatologie,Essonne,1132845.0
Gastro-enterologie et hepatologie,Hauts-de-Seine,4771119.0
Gastro-enterologie et hepatologie,Seine-St-Denis,831286.0
Gastro-enterologie et hepatologie,Val-de-Marne,1657477.0
Gastro-enterologie et hepatologie,Val-d,895972.0
Gastro-enterologie et hepatologie,Guadeloupe,108360.0
Gastro-enterologie et hepatologie,Reunion,10656.0
Gastro-enterologie et hepatologie,Mayotte,0.0
Hematologie,Ain,0.0
Hematologie,Alpes-Hte-Provence,0.0
Hematologie,Hautes-Alpes,0.0
Hematologie,Alpes-Maritimes,0.0
Hematologie,Ardeche,0.0
Hematologie,Ardennes,0.0
Hematologie,Ariege,0.0
Hematologie,Aude,0.0
Hematologie,Aveyron,0.0
Hematologie,Cantal,0.0
Hematologie,Charente,0.0
Hematologie,Charente-Maritime,0.0
Hematologie,Cher,0.0
Hematologie,Cote-d,0.0
Hematologie,Cotes-d,0.0
Hematologie,Creuse,0.0
Hematologie,Dordogne,0.0
Hematologie,Doubs,0.0
Hematologie,Drome,0.0
Hematologie,Eure,0.0
Hematologie,Eure-et-Loir,0.0
Hematologie,Finistere,0.0
Hematologie,Gard,0.0
Hematologie,Gers,0.0
Hematologie,Gironde,0.0
Hematologie,Indre,0.0
Hematologie,Isere,0.0
Hematologie,Jura,0.0
Hematologie,Landes,0.0
Hematologie,Loire,0.0
Hematologie,Haute-Loire,0.0
Hematologie,Loiret,0.0
Hematologie,Lot-et-Garonne,0.0
Hematologie,Lozere,0.0
Hematologie,Maine-et-Loire,0.0
Hematologie,Manche,0.0
Hematologie,Marne,0.0
Hematologie,Haute-Marne,0.0
Hematologie,Mayenne,0.0
Hematologie,Meurthe-et-Moselle,0.0
Hematologie,Meuse,0.0
Hematologie,Morbihan,0.0
Hematologie,Moselle,0.0
Hematologie,Nievre,0.0
Hematologie,Oise,0.0
Hematologie,Orne,0.0
Hematologie,Pas-de-Calais,0.0
Hematologie,Puy-de-Dome,0.0
Hematologie,Pyrenees-Atlantiques,0.0
Hematologie,Hautes-Pyrenees,0.0
Hematologie,Haute-Saone,0.0
Hematologie,Saone-et-Loire,0.0
Hematologie,Sarthe,0.0
Hematologie,Haute-Savoie,0.0
Hematologie,Paris ,0.0
Hematologie,Seine-Maritime,0.0
Hematologie,Seine-et-Marne,0.0
Hematologie,Deux-Sevres,0.0
Hematologie,Somme,0.0
Hematologie,Tarn,0.0
Hematologie,Tarn-et-Garonne,0.0
Hematologie,Vendee,0.0
Hematologie,Vienne,0.0
Hematologie,Haute-Vienne,0.0
Hematologie,Vosges,0.0
Hematologie,Yonne,0.0
Hematologie,Terr,0.0
Hematologie,Essonne,0.0
Hematologie,Seine-St-Denis,0.0
Hematologie,Val-de-Marne,0.0
Hematologie,Guadeloupe,0.0
Hematologie,Martinique,0.0
Hematologie,Guyane,0.0
Hematologie,Reunion,0.0
Hematologie,Mayotte,0.0
Oncologie medicale,Ain,0.0
Oncologie medicale,Allier,0.0
Oncologie medicale,Hautes-Alpes,0.0
Oncologie medicale,Ardeche,0.0
Oncologie medicale,Ardennes,0.0
Oncologie medicale,Ariege,0.0
Oncologie medicale,Aube,0.0
Oncologie medicale,Aveyron,0.0
Oncologie medicale,Cantal,0.0
Oncologie medicale,Charente-Maritime,0.0
Oncologie medicale,Cher,0.0
Oncologie medicale,Correze,0.0
Oncologie medicale,Creuse,0.0
Oncologie medicale,Doubs,0.0
Oncologie medicale,Drome,6.0
Oncologie medicale,Gers,0.0
Oncologie medicale,Indre,0.0
Oncologie medicale,Isere,0.0
Oncologie medicale,Jura,0.0
Oncologie medicale,Loire,0.0
Oncologie medicale,Haute-Loire,0.0
Oncologie medicale,Lot,0.0
Oncologie medicale,Lozere,0.0
Oncologie medicale,Meuse,0.0
Oncologie medicale,Oise,0.0
Oncologie medicale,Orne,0.0
Oncologie medicale,Haute-Saone,0.0
Oncologie medicale,Paris ,485583.0
Oncologie medicale,Deux-Sevres,0.0
Oncologie medicale,Somme,0.0
Oncologie medicale,Vaucluse,0.0
Oncologie medicale,Vendee,0.0
Oncologie medicale,Vosges,0.0
Oncologie medicale,Terr,0.0
Oncologie medicale,Hauts-de-Seine,815167.0
Oncologie medicale,Guadeloupe,0.0
Oncologie medicale,Martinique,0.0
Oncologie medicale,Guyane,0.0
Oncologie medicale,Mayotte,0.0
Medecine interne,Alpes-Maritimes,450668.0
Medecine interne,Ariege,0.0
Medecine interne,Aube,0.0
Medecine interne,Aude,0.0
Medecine interne,Bouches-du-Rhone,413326.0
Medecine interne,Charente,0.0
Medecine interne,Cher,0.0
Medecine interne,Cotes-d,0.0
Medecine interne,Creuse,0.0
Medecine interne,Dordogne,0.0
Medecine interne,Drome,0.0
Medecine interne,Jura,0.0
Medecine interne,Landes,0.0
Medecine interne,Lot,15.0
Medecine interne,Lot-et-Garonne,0.0
Medecine interne,Lozere,0.0
Medecine interne,Manche,0.0
Medecine interne,Haute-Marne,0.0
Medecine interne,Mayenne,0.0
Medecine interne,Nievre,0.0
Medecine interne,Nord,237076.0
Medecine interne,Orne,0.0
Medecine interne,Hautes-Pyrenees,0.0
Medecine interne,Rhone,727611.0
Medecine interne,Haute-Saone,0.0
Medecine interne,Saone-et-Loire,40.0
Medecine interne,Savoie,0.0
Medecine interne,Haute-Savoie,0.0
Medecine interne,Paris ,4930992.0
Medecine interne,Deux-Sevres,0.0
Medecine interne,Tarn,0.0
Medecine interne,Vendee,0.0
Medecine interne,Haute-Vienne,0.0
Medecine interne,Vosges,0.0
Medecine interne,Terr,0.0
Medecine interne,Hauts-de-Seine,842105.0
Medecine interne,Guadeloupe,0.0
Medecine interne,Guyane,0.0
Medecine interne,Mayotte,0.0
Oto-rhino-laryngologie,Ain,795243.0
Oto-rhino-laryngologie,Aisne,139975.0
Oto-rhino-laryngologie,Alpes-Maritimes,3646836.0
Oto-rhino-laryngologie,Ardeche,530796.0
Oto-rhino-laryngologie,Bouches-du-Rhone,4065867.0
Oto-rhino-laryngologie,Calvados,454831.0
Oto-rhino-laryngologie,Charente-Maritime,444539.0
Oto-rhino-laryngologie,Cote-d,506918.0
Oto-rhino-laryngologie,Cotes-d,35125.0
Oto-rhino-laryngologie,Dordogne,508860.0
Oto-rhino-laryngologie,Doubs,410641.0
Oto-rhino-laryngologie,Drome,430290.0
Oto-rhino-laryngologie,Eure,538517.0
Oto-rhino-laryngologie,Eure-et-Loir,325055.0
Oto-rhino-laryngologie,Finistere,97234.0
Oto-rhino-laryngologie,Gard,564180.0
Oto-rhino-laryngologie,Haute-Garonne,2624356.0
Oto-rhino-laryngologie,Gironde,3142794.0
Oto-rhino-laryngologie,Herault,1464779.0
Oto-rhino-laryngologie,Ille-et-Vilaine,378387.0
Oto-rhino-laryngologie,Indre-et-Loire,409109.0
Oto-rhino-laryngologie,Isere,1559093.0
Oto-rhino-laryngologie,Landes,425030.0
Oto-rhino-laryngologie,Loire,896154.0
Oto-rhino-laryngologie,Loire-Atlantique,1185573.0
Oto-rhino-laryngologie,Loiret,958444.0
Oto-rhino-laryngologie,Maine-et-Loire,260009.0
Oto-rhino-laryngologie,Marne,558564.0
Oto-rhino-laryngologie,Meurthe-et-Moselle,912693.0
Oto-rhino-laryngologie,Morbihan,230207.0
Oto-rhino-laryngologie,Moselle,886336.0
Oto-rhino-laryngologie,Nord,1551764.0
Oto-rhino-laryngologie,Oise,1282052.0
Oto-rhino-laryngologie,Pas-de-Calais,245744.0
Oto-rhino-laryngologie,Puy-de-Dome,823133.0
Oto-rhino-laryngologie,Pyrenees-Atlantiques,759611.0
Oto-rhino-laryngologie,Pyrenees-Orientales,164051.0
Oto-rhino-laryngologie,Bas-Rhin,2528117.0
Oto-rhino-laryngologie,Haut-Rhin,1380967.0
Oto-rhino-laryngologie,Rhone,4748928.0
Oto-rhino-laryngologie,Saone-et-Loire,191893.0
Oto-rhino-laryngologie,Sarthe,364142.0
Oto-rhino-laryngologie,Savoie,330251.0
Oto-rhino-laryngologie,Haute-Savoie,935753.0
Oto-rhino-laryngologie,Paris ,18329099.0
Oto-rhino-laryngologie,Seine-Maritime,815853.0
Oto-rhino-laryngologie,Seine-et-Marne,1819616.0
Oto-rhino-laryngologie,Yvelines,4813796.0
Oto-rhino-laryngologie,Somme,764911.0
Oto-rhino-laryngologie,Tarn,92451.0
Oto-rhino-laryngologie,Var,1489578.0
Oto-rhino-laryngologie,Vaucluse,1357868.0
Oto-rhino-laryngologie,Vendee,226915.0
Oto-rhino-laryngologie,Vienne,277695.0
Oto-rhino-laryngologie,Essonne,2254774.0
Oto-rhino-laryngologie,Hauts-de-Seine,7833268.0
Oto-rhino-laryngologie,Seine-St-Denis,1600049.0
Oto-rhino-laryngologie,Val-de-Marne,3071627.0
Oto-rhino-laryngologie,Val-d,2330836.0
Oto-rhino-laryngologie,Guadeloupe,212763.0
Oto-rhino-laryngologie,Martinique,479252.0
Oto-rhino-laryngologie,Reunion,377575.0
Oto-rhino-laryngologie,Mayotte,0.0
Medecine genetique,Ain,0.0
Medecine genetique,Aisne,0.0
Medecine genetique,Allier,0.0
Medecine genetique,Alpes-Hte-Provence,0.0
Medecine genetique,Hautes-Alpes,0.0
Medecine genetique,Alpes-Maritimes,0.0
Medecine genetique,Ardeche,0.0
Medecine genetique,Ardennes,0.0
Medecine genetique,Ariege,0.0
Medecine genetique,Aube,0.0
Medecine genetique,Aude,0.0
Medecine genetique,Aveyron,0.0
Medecine genetique,Bouches-du-Rhone,0.0
Medecine genetique,Calvados,0.0
Medecine genetique,Cantal,0.0
Medecine genetique,Charente,0.0
Medecine genetique,Cher,0.0
Medecine genetique,Correze,0.0
Medecine genetique,Cote-d,0.0
Medecine genetique,Cotes-d,0.0
Medecine genetique,Creuse,0.0
Medecine genetique,Dordogne,0.0
Medecine genetique,Doubs,0.0
Medecine genetique,Drome,0.0
Medecine genetique,Eure,0.0
Medecine genetique,Eure-et-Loir,0.0
Medecine genetique,Gard,0.0
Medecine genetique,Haute-Garonne,0.0
Medecine genetique,Gers,0.0
Medecine genetique,Gironde,0.0
Medecine genetique,Herault,0.0
Medecine genetique,Ille-et-Vilaine,0.0
Medecine genetique,Indre,0.0
Medecine genetique,Isere,0.0
Medecine genetique,Jura,0.0
Medecine genetique,Landes,0.0
Medecine genetique,Loire,0.0
Medecine genetique,Haute-Loire,0.0
Medecine genetique,Loire-Atlantique,0.0
Medecine genetique,Loiret,0.0
Medecine genetique,Lot,0.0
Medecine genetique,Lot-et-Garonne,0.0
Medecine genetique,Lozere,0.0
Medecine genetique,Maine-et-Loire,0.0
Medecine genetique,Manche,0.0
Medecine genetique,Marne,0.0
Medecine genetique,Haute-Marne,0.0
Medecine genetique,Mayenne,0.0
Medecine genetique,Meurthe-et-Moselle,0.0
Medecine genetique,Meuse,0.0
Medecine genetique,Morbihan,0.0
Medecine genetique,Moselle,0.0
Medecine genetique,Nievre,0.0
Medecine genetique,Nord,0.0
Medecine genetique,Oise,0.0
Medecine genetique,Orne,0.0
Medecine genetique,Pas-de-Calais,0.0
Medecine genetique,Puy-de-Dome,0.0
Medecine genetique,Pyrenees-Atlantiques,0.0
Medecine genetique,Hautes-Pyrenees,0.0
Medecine genetique,Pyrenees-Orientales,0.0
Medecine genetique,Bas-Rhin,0.0
Medecine genetique,Haut-Rhin,0.0
Medecine genetique,Haute-Saone,0.0
Medecine genetique,Saone-et-Loire,0.0
Medecine genetique,Sarthe,0.0
Medecine genetique,Savoie,0.0
Medecine genetique,Haute-Savoie,0.0
Medecine genetique,Paris ,0.0
Medecine genetique,Seine-Maritime,0.0
Medecine genetique,Seine-et-Marne,0.0
Medecine genetique,Yvelines,0.0
Medecine genetique,Deux-Sevres,0.0
Medecine genetique,Somme,0.0
Medecine genetique,Tarn,0.0
Medecine genetique,Tarn-et-Garonne,0.0
Medecine genetique,Var,0.0
Medecine genetique,Vaucluse,0.0
Medecine genetique,Vendee,0.0
Medecine genetique,Vienne,0.0
Medecine genetique,Haute-Vienne,0.0
Medecine genetique,Vosges,0.0
Medecine genetique,Yonne,0.0
Medecine genetique,Terr,0.0
Medecine genetique,Essonne,0.0
Medecine genetique,Seine-St-Denis,0.0
Medecine genetique,Val-de-Marne,0.0
Medecine genetique,Val-d,0.0
Medecine genetique,Guadeloupe,0.0
Medecine genetique,Martinique,0.0
Medecine genetique,Guyane,0.0
Medecine genetique,Reunion,0.0
Medecine genetique,Mayotte,0.0
Pediatrie,Ain,147504.0
Pediatrie,Aisne,113973.0
Pediatrie,Alpes-Maritimes,3019000.0
Pediatrie,Aude,33072.0
Pediatrie,Bouches-du-Rhone,3410436.0
Pediatrie,Calvados,513534.0
Pediatrie,Charente-Maritime,157008.0
Pediatrie,Cote-d,32464.0
Pediatrie,Cotes-d,2122.0
Pediatrie,Doubs,130916.0
Pediatrie,Drome,122534.0
Pediatrie,Finistere,40396.0
Pediatrie,Gard,643377.0
Pediatrie,Haute-Garonne,739552.0
Pediatrie,Gironde,1163438.0
Pediatrie,Herault,702380.0
Pediatrie,Ille-et-Vilaine,76178.0
Pediatrie,Indre-et-Loire,158035.0
Pediatrie,Isere,526216.0
Pediatrie,Loire,252946.0
Pediatrie,Loire-Atlantique,298415.0
Pediatrie,Loiret,349475.0
Pediatrie,Maine-et-Loire,277726.0
Pediatrie,Marne,60184.0
Pediatrie,Meurthe-et-Moselle,16094.0
Pediatrie,Morbihan,32027.0
Pediatrie,Moselle,147750.0
Pediatrie,Nord,1276397.0
Pediatrie,Oise,202215.0
Pediatrie,Pas-de-Calais,158604.0
Pediatrie,Puy-de-Dome,166098.0
Pediatrie,Pyrenees-Atlantiques,209889.0
Pediatrie,Pyrenees-Orientales,158503.0
Pediatrie,Bas-Rhin,1434178.0
Pediatrie,Haut-Rhin,698622.0
Pediatrie,Rhone,3484921.0
Pediatrie,Saone-et-Loire,57652.0
Pediatrie,Sarthe,37348.0
Pediatrie,Savoie,67605.0
Pediatrie,Haute-Savoie,371316.0
Pediatrie,Paris ,15365098.0
Pediatrie,Seine-Maritime,679073.0
Pediatrie,Seine-et-Marne,1961113.0
Pediatrie,Yvelines,3992913.0
Pediatrie,Somme,3703.0
Pediatrie,Var,1536781.0
Pediatrie,Vaucluse,198704.0
Pediatrie,Vienne,61937.0
Pediatrie,Vosges,920.0
Pediatrie,Essonne,1482088.0
Pediatrie,Hauts-de-Seine,8851496.0
Pediatrie,Seine-St-Denis,2776734.0
Pediatrie,Val-de-Marne,3315138.0
Pediatrie,Val-d,1357820.0
Pediatrie,Guadeloupe,107200.0
Pediatrie,Martinique,231688.0
Pediatrie,Reunion,60499.0
Pediatrie,Mayotte,0.0
Pneumologie,Aisne,16394.0
Pneumologie,Alpes-Maritimes,561633.0
Pneumologie,Bouches-du-Rhone,349585.0
Pneumologie,Calvados,3255.0
Pneumologie,Charente-Maritime,184502.0
Pneumologie,Drome,178670.0
Pneumologie,Finistere,1565.0
Pneumologie,Gard,3446.0
Pneumologie,Haute-Garonne,7144.0
Pneumologie,Gironde,600789.0
Pneumologie,Herault,16150.0
Pneumologie,Ille-et-Vilaine,4208.0
Pneumologie,Isere,325812.0
Pneumologie,Loire-Atlantique,43078.0
Pneumologie,Loiret,59719.0
Pneumologie,Maine-et-Loire,3191.0
Pneumologie,Marne,181043.0
Pneumologie,Meurthe-et-Moselle,39018.0
Pneumologie,Morbihan,2245.0
Pneumologie,Moselle,10214.0
Pneumologie,Nord,135373.0
Pneumologie,Pas-de-Calais,7761.0
Pneumologie,Puy-de-Dome,5116.0
Pneumologie,Pyrenees-Atlantiques,59116.0
Pneumologie,Pyrenees-Orientales,8563.0
Pneumologie,Bas-Rhin,347361.0
Pneumologie,Haut-Rhin,127958.0
Pneumologie,Rhone,1135465.0
Pneumologie,Saone-et-Loire,2059.0
Pneumologie,Haute-Savoie,66288.0
Pneumologie,Paris ,1347585.0
Pneumologie,Seine-Maritime,37510.0
Pneumologie,Seine-et-Marne,443285.0
Pneumologie,Yvelines,468508.0
Pneumologie,Var,97413.0
Pneumologie,Vaucluse,9129.0
Pneumologie,Essonne,421594.0
Pneumologie,Hauts-de-Seine,1086922.0
Pneumologie,Seine-St-Denis,108528.0
Pneumologie,Val-de-Marne,190401.0
Pneumologie,Val-d,115697.0
Rhumatologie,Allier,161690.0
Rhumatologie,Alpes-Maritimes,1482406.0
Rhumatologie,Aude,3477.0
Rhumatologie,Bouches-du-Rhone,1312419.0
Rhumatologie,Calvados,208608.0
Rhumatologie,Charente-Maritime,276914.0
Rhumatologie,Cotes-d,206173.0
Rhumatologie,Doubs,99627.0
Rhumatologie,Finistere,131213.0
Rhumatologie,Gard,586980.0
Rhumatologie,Haute-Garonne,260974.0
Rhumatologie,Gironde,742708.0
Rhumatologie,Herault,1206876.0
Rhumatologie,Ille-et-Vilaine,80327.0
Rhumatologie,Indre-et-Loire,210265.0
Rhumatologie,Isere,2090297.0
Rhumatologie,Loire,378194.0
Rhumatologie,Loire-Atlantique,244047.0
Rhumatologie,Loiret,434429.0
Rhumatologie,Lozere,0.0
Rhumatologie,Maine-et-Loire,830110.0
Rhumatologie,Manche,75472.0
Rhumatologie,Marne,1047153.0
Rhumatologie,Meurthe-et-Moselle,474060.0
Rhumatologie,Morbihan,104742.0
Rhumatologie,Moselle,151840.0
Rhumatologie,Nord,1512750.0
Rhumatologie,Oise,281285.0
Rhumatologie,Pas-de-Calais,384461.0
Rhumatologie,Puy-de-Dome,219125.0
Rhumatologie,Pyrenees-Atlantiques,314175.0
Rhumatologie,Pyrenees-Orientales,70782.0
Rhumatologie,Bas-Rhin,2171903.0
Rhumatologie,Haut-Rhin,205961.0
Rhumatologie,Rhone,3325955.0
Rhumatologie,Savoie,150519.0
Rhumatologie,Haute-Savoie,349736.0
Rhumatologie,Paris ,10857590.0
Rhumatologie,Seine-Maritime,774999.0
Rhumatologie,Seine-et-Marne,762629.0
Rhumatologie,Yvelines,2432140.0
Rhumatologie,Var,910571.0
Rhumatologie,Vaucluse,409314.0
Rhumatologie,Vendee,14755.0
Rhumatologie,Essonne,1114062.0
Rhumatologie,Hauts-de-Seine,3506125.0
Rhumatologie,Seine-St-Denis,817153.0
Rhumatologie,Val-de-Marne,2153779.0
Rhumatologie,Val-d,1079855.0
Rhumatologie,Guyane,0.0
Rhumatologie,Mayotte,0.0
Ophtalmologie,Ain,2087718.0
Ophtalmologie,Aisne,1559070.0
Ophtalmologie,Allier,2686104.0
Ophtalmologie,Alpes-Maritimes,13406390.0
Ophtalmologie,Ardeche,1789618.0
Ophtalmologie,Ardennes,865667.0
Ophtalmologie,Aube,216317.0
Ophtalmologie,Aude,1295547.0
Ophtalmologie,Aveyron,63332.0
Ophtalmologie,Bouches-du-Rhone,12539490.0
Ophtalmologie,Calvados,3034860.0
Ophtalmologie,Charente,2028598.0
Ophtalmologie,Charente-Maritime,4134357.0
Ophtalmologie,Correze,528331.0
Ophtalmologie,Cote-d,4444673.0
Ophtalmologie,Cotes-d,1483118.0
Ophtalmologie,Dordogne,1167774.0
Ophtalmologie,Doubs,1916231.0
Ophtalmologie,Drome,2593243.0
Ophtalmologie,Eure,2763371.0
Ophtalmologie,Eure-et-Loir,1940760.0
Ophtalmologie,Finistere,2132707.0
Ophtalmologie,Gard,3676225.0
Ophtalmologie,Haute-Garonne,7116460.0
Ophtalmologie,Gironde,9360397.0
Ophtalmologie,Herault,5359873.0
Ophtalmologie,Ille-et-Vilaine,2785382.0
Ophtalmologie,Indre-et-Loire,4473662.0
Ophtalmologie,Isere,7782271.0
Ophtalmologie,Jura,1159176.0
Ophtalmologie,Landes,1886295.0
Ophtalmologie,Loir-et-Cher,667578.0
Ophtalmologie,Loire,2458519.0
Ophtalmologie,Loire-Atlantique,7526972.0
Ophtalmologie,Loiret,4576088.0
Ophtalmologie,Lot-et-Garonne,1621394.0
Ophtalmologie,Maine-et-Loire,2304372.0
Ophtalmologie,Manche,897285.0
Ophtalmologie,Marne,4209580.0
Ophtalmologie,Mayenne,121505.0
Ophtalmologie,Meurthe-et-Moselle,3919887.0
Ophtalmologie,Morbihan,1294564.0
Ophtalmologie,Moselle,2176146.0
Ophtalmologie,Nievre,1610465.0
Ophtalmologie,Nord,9956449.0
Ophtalmologie,Oise,5925714.0
Ophtalmologie,Orne,626423.0
Ophtalmologie,Pas-de-Calais,3102395.0
Ophtalmologie,Puy-de-Dome,3081507.0
Ophtalmologie,Pyrenees-Atlantiques,6406323.0
