Lieu	N° région, département	Série	Unité	1999	2007	2012
LANDES	40	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	7165.0	4855.0	4666.0
LANDES	40	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	39136.0	ND
LANDES	40	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	36624.0	ND
LANDES	40	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	39230.0	ND
LANDES	40	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	34419.0	ND
LANDES	40	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	149410.0	ND
LANDES	40	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	35193.0
LANDES	40	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	78477.0
LANDES	40	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	53009.0
LANDES	40	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	166679.0
LOIR-ET-CHER	41	LO02Nombre total de résidences principales (p)	Nombre	130601.0	141414.0	146867.0
LOIR-ET-CHER	41	LO02Résidences principales type maison (p)	Nombre	101021.0	111319.0	117556.0
LOIR-ET-CHER	41	LO02Résidences principales type appartement (p)	Nombre	26563.0	29127.0	28391.0
LOIR-ET-CHER	41	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	3017.0	968.0	920.0
LOIR-ET-CHER	41	LO02Résidences principales de 1 pièce (p)	Nombre	4775.0	3830.0	4138.0
LOIR-ET-CHER	41	LO02Résidences principales de 2 pièces (p)	Nombre	13295.0	11989.0	12071.0
LOIR-ET-CHER	41	LO02Résidences principales de 3 pièces (p)	Nombre	30989.0	30271.0	29642.0
LOIR-ET-CHER	41	LO02Résidences principales de 4 pièces (p)	Nombre	39145.0	40481.0	41874.0
LOIR-ET-CHER	41	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	42397.0	54844.0	59142.0
LOIR-ET-CHER	41	LO02Nombre de pièces des résidences principales (p)	Nombre	523577.0	598702.0	629982.0
LOIR-ET-CHER	41	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	434698.0	508519.0	544765.0
LOIR-ET-CHER	41	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	80451.0	88210.0	83126.0
LOIR-ET-CHER	41	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	83640.0	95044.0	100146.0
LOIR-ET-CHER	41	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	41694.0	43268.0	43788.0
LOIR-ET-CHER	41	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	18644.0	18257.0	17904.0
LOIR-ET-CHER	41	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	5267.0	3103.0	2933.0
LOIR-ET-CHER	41	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	49456.0	ND
LOIR-ET-CHER	41	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	34808.0	ND
LOIR-ET-CHER	41	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	33346.0	ND
LOIR-ET-CHER	41	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	19618.0	ND
LOIR-ET-CHER	41	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	137227.0	ND
LOIR-ET-CHER	41	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	46586.0
LOIR-ET-CHER	41	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	69219.0
LOIR-ET-CHER	41	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	27867.0
LOIR-ET-CHER	41	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	143672.0
LOIRE	42	LO02Nombre total de résidences principales (p)	Nombre	297681.0	319146.0	329213.0
LOIRE	42	LO02Résidences principales type maison (p)	Nombre	140689.0	157655.0	167693.0
LOIRE	42	LO02Résidences principales type appartement (p)	Nombre	149182.0	159029.0	159217.0
LOIRE	42	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	7810.0	2462.0	2303.0
LOIRE	42	LO02Résidences principales de 1 pièce (p)	Nombre	12130.0	10259.0	10048.0
LOIRE	42	LO02Résidences principales de 2 pièces (p)	Nombre	37985.0	36553.0	36107.0
LOIRE	42	LO02Résidences principales de 3 pièces (p)	Nombre	73491.0	72795.0	74161.0
LOIRE	42	LO02Résidences principales de 4 pièces (p)	Nombre	87424.0	91670.0	95292.0
LOIRE	42	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	86651.0	107868.0	113606.0
LOIRE	42	LO02Nombre de pièces des résidences principales (p)	Nombre	1144766.0	1280568.0	1331292.0
LOIRE	42	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	646624.0	759668.0	810834.0
LOIRE	42	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	478173.0	516086.0	516265.0
LOIRE	42	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	157801.0	183150.0	192487.0
LOIRE	42	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	129163.0	129323.0	130862.0
LOIRE	42	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	51710.0	49707.0	50543.0
LOIRE	42	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	10717.0	6672.0	5864.0
LOIRE	42	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	100343.0	ND
LOIRE	42	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	101655.0	ND
LOIRE	42	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	69238.0	ND
LOIRE	42	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	40571.0	ND
LOIRE	42	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	311807.0	ND
LOIRE	42	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	87262.0
LOIRE	42	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	177262.0
LOIRE	42	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	57186.0
LOIRE	42	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	321709.0
LOIRE-ATLANTIQUE	44	LO02Nombre total de résidences principales (p)	Nombre	460758.0	531828.0	572322.0
LOIRE-ATLANTIQUE	44	LO02Résidences principales type maison (p)	Nombre	295211.0	342980.0	367277.0
LOIRE-ATLANTIQUE	44	LO02Résidences principales type appartement (p)	Nombre	156369.0	184819.0	201042.0
LOIRE-ATLANTIQUE	44	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	9178.0	4029.0	4003.0
LOIRE-ATLANTIQUE	44	LO02Résidences principales de 1 pièce (p)	Nombre	27571.0	28616.0	30890.0
LOIRE-ATLANTIQUE	44	LO02Résidences principales de 2 pièces (p)	Nombre	57763.0	63096.0	70719.0
LOIRE-ATLANTIQUE	44	LO02Résidences principales de 3 pièces (p)	Nombre	96307.0	101081.0	107393.0
LOIRE-ATLANTIQUE	44	LO02Résidences principales de 4 pièces (p)	Nombre	122948.0	129121.0	136719.0
LOIRE-ATLANTIQUE	44	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	156169.0	209914.0	226601.0
LOIRE-ATLANTIQUE	44	LO02Nombre de pièces des résidences principales (p)	Nombre	1807477.0	2184593.0	2351678.0
LOIRE-ATLANTIQUE	44	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	1336323.0	1647567.0	1778980.0
LOIRE-ATLANTIQUE	44	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	447872.0	529466.0	565736.0
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	280349.0	332548.0	358085.0
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	169195.0	191077.0	207063.0
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	61605.0	64811.0	66998.0
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	11214.0	8204.0	7174.0
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	114910.0	ND
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	149741.0	ND
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	129725.0	ND
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	116711.0	ND
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	511087.0	ND
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	101818.0
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	290082.0
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	159214.0
LOIRE-ATLANTIQUE	44	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	551114.0
LOIRET	45	LO02Nombre total de résidences principales (p)	Nombre	248686.0	273527.0	284894.0
LOIRET	45	LO02Résidences principales type maison (p)	Nombre	166074.0	185038.0	194824.0
LOIRET	45	LO02Résidences principales type appartement (p)	Nombre	77164.0	86759.0	88397.0
LOIRET	45	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	5448.0	1731.0	1673.0
LOIRET	45	LO02Résidences principales de 1 pièce (p)	Nombre	12113.0	13060.0	12808.0
LOIRET	45	LO02Résidences principales de 2 pièces (p)	Nombre	28027.0	28976.0	29451.0
LOIRET	45	LO02Résidences principales de 3 pièces (p)	Nombre	57376.0	57181.0	58834.0
LOIRET	45	LO02Résidences principales de 4 pièces (p)	Nombre	69412.0	71715.0	73954.0
LOIRET	45	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	81758.0	102596.0	109848.0
LOIRET	45	LO02Nombre de pièces des résidences principales (p)	Nombre	984337.0	1125245.0	1183948.0
LOIRET	45	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	744762.0	873085.0	928608.0
LOIRET	45	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	224548.0	248743.0	252172.0
LOIRET	45	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	146507.0	168370.0	176946.0
LOIRET	45	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	93527.0	99463.0	102657.0
LOIRET	45	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	40155.0	41551.0	42874.0
LOIRET	45	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	8652.0	5695.0	5290.0
LOIRET	45	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	73911.0	ND
LOIRET	45	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	74555.0	ND
LOIRET	45	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	72529.0	ND
LOIRET	45	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	45868.0	ND
LOIRET	45	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	266864.0	ND
LOIRET	45	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	67473.0
LOIRET	45	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	153915.0
LOIRET	45	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	56581.0
LOIRET	45	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	277969.0
LOT	46	LO02Nombre total de résidences principales (p)	Nombre	68456.0	77451.0	80932.0
LOT	46	LO02Résidences principales type maison (p)	Nombre	55738.0	62398.0	66411.0
LOT	46	LO02Résidences principales type appartement (p)	Nombre	10316.0	13969.0	13580.0
LOT	46	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	2402.0	1084.0	941.0
LOT	46	LO02Résidences principales de 1 pièce (p)	Nombre	2333.0	2711.0	2479.0
LOT	46	LO02Résidences principales de 2 pièces (p)	Nombre	5396.0	5645.0	5655.0
LOT	46	LO02Résidences principales de 3 pièces (p)	Nombre	13984.0	14428.0	14621.0
LOT	46	LO02Résidences principales de 4 pièces (p)	Nombre	20974.0	22867.0	24601.0
LOT	46	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	25769.0	31801.0	33576.0
LOT	46	LO02Nombre de pièces des résidences principales (p)	Nombre	287084.0	332202.0	349568.0
LOT	46	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	249580.0	289368.0	308511.0
LOT	46	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	30833.0	41129.0	39528.0
LOT	46	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	45235.0	53130.0	56294.0
LOT	46	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	18717.0	21597.0	22126.0
LOT	46	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	3794.0	4604.0	4358.0
LOT	46	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	4504.0	2724.0	2512.0
LOT	46	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	29598.0	ND
LOT	46	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	15201.0	ND
LOT	46	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	16365.0	ND
LOT	46	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	12835.0	ND
LOT	46	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	73999.0	ND
LOT	46	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	27484.0
LOT	46	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	32105.0
LOT	46	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	18700.0
LOT	46	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	78289.0
LOT-ET-GARONNE	47	LO02Nombre total de résidences principales (p)	Nombre	127444.0	142300.0	149078.0
LOT-ET-GARONNE	47	LO02Résidences principales type maison (p)	Nombre	105069.0	114345.0	120065.0
LOT-ET-GARONNE	47	LO02Résidences principales type appartement (p)	Nombre	18765.0	26611.0	28053.0
LOT-ET-GARONNE	47	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	3610.0	1344.0	960.0
LOT-ET-GARONNE	47	LO02Résidences principales de 1 pièce (p)	Nombre	4017.0	3810.0	3737.0
LOT-ET-GARONNE	47	LO02Résidences principales de 2 pièces (p)	Nombre	9148.0	10742.0	11424.0
LOT-ET-GARONNE	47	LO02Résidences principales de 3 pièces (p)	Nombre	24042.0	24697.0	25384.0
LOT-ET-GARONNE	47	LO02Résidences principales de 4 pièces (p)	Nombre	42002.0	42944.0	45447.0
LOT-ET-GARONNE	47	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	48235.0	60107.0	63086.0
LOT-ET-GARONNE	47	LO02Nombre de pièces des résidences principales (p)	Nombre	537393.0	617254.0	646756.0
LOT-ET-GARONNE	47	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	472806.0	538007.0	565321.0
LOT-ET-GARONNE	47	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	53688.0	76501.0	79423.0
LOT-ET-GARONNE	47	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	78468.0	90500.0	95553.0
LOT-ET-GARONNE	47	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	41253.0	47068.0	49272.0
LOT-ET-GARONNE	47	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	8063.0	9267.0	9555.0
LOT-ET-GARONNE	47	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	7723.0	4732.0	4253.0
LOT-ET-GARONNE	47	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	51704.0	ND
LOT-ET-GARONNE	47	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	34243.0	ND
LOT-ET-GARONNE	47	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	30504.0	ND
LOT-ET-GARONNE	47	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	20118.0	ND
LOT-ET-GARONNE	47	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	136568.0	ND
LOT-ET-GARONNE	47	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	47211.0
LOT-ET-GARONNE	47	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	67764.0
LOT-ET-GARONNE	47	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	30342.0
LOT-ET-GARONNE	47	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	145317.0
LOZERE	48	LO02Nombre total de résidences principales (p)	Nombre	30176.0	33077.0	34150.0
LOZERE	48	LO02Résidences principales type maison (p)	Nombre	21802.0	23940.0	25008.0
LOZERE	48	LO02Résidences principales type appartement (p)	Nombre	6959.0	8868.0	8855.0
LOZERE	48	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	1415.0	269.0	287.0
LOZERE	48	LO02Résidences principales de 1 pièce (p)	Nombre	1289.0	1170.0	1106.0
LOZERE	48	LO02Résidences principales de 2 pièces (p)	Nombre	3033.0	2939.0	3069.0
LOZERE	48	LO02Résidences principales de 3 pièces (p)	Nombre	6020.0	6183.0	6297.0
LOZERE	48	LO02Résidences principales de 4 pièces (p)	Nombre	8136.0	8717.0	9035.0
LOZERE	48	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	11698.0	14067.0	14643.0
LOZERE	48	LO02Nombre de pièces des résidences principales (p)	Nombre	125656.0	142487.0	147941.0
LOZERE	48	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	99471.0	114178.0	119936.0
LOZERE	48	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	21933.0	27806.0	27511.0
LOZERE	48	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	18552.0	21142.0	22256.0
LOZERE	48	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	9373.0	10463.0	10588.0
LOZERE	48	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	2050.0	2505.0	2358.0
LOZERE	48	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	2251.0	1471.0	1306.0
LOZERE	48	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	11562.0	ND
LOZERE	48	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	6643.0	ND
LOZERE	48	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	7743.0	ND
LOZERE	48	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	6061.0	ND
LOZERE	48	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	32009.0	ND
LOZERE	48	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	10129.0
LOZERE	48	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	15087.0
LOZERE	48	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	7911.0
LOZERE	48	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	33127.0
MAINE-ET-LOIRE	49	LO02Nombre total de résidences principales (p)	Nombre	288312.0	321887.0	339676.0
MAINE-ET-LOIRE	49	LO02Résidences principales type maison (p)	Nombre	199979.0	226489.0	241268.0
MAINE-ET-LOIRE	49	LO02Résidences principales type appartement (p)	Nombre	80111.0	91740.0	94598.0
MAINE-ET-LOIRE	49	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	8222.0	3658.0	3809.0
MAINE-ET-LOIRE	49	LO02Résidences principales de 1 pièce (p)	Nombre	18060.0	16651.0	17172.0
MAINE-ET-LOIRE	49	LO02Résidences principales de 2 pièces (p)	Nombre	31740.0	31834.0	32992.0
MAINE-ET-LOIRE	49	LO02Résidences principales de 3 pièces (p)	Nombre	53776.0	53366.0	55461.0
MAINE-ET-LOIRE	49	LO02Résidences principales de 4 pièces (p)	Nombre	73764.0	76216.0	81077.0
MAINE-ET-LOIRE	49	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	110972.0	143821.0	152974.0
MAINE-ET-LOIRE	49	LO02Nombre de pièces des résidences principales (p)	Nombre	1169951.0	1379336.0	1463532.0
MAINE-ET-LOIRE	49	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	922878.0	1110169.0	1188446.0
MAINE-ET-LOIRE	49	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	227467.0	262907.0	268827.0
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	162291.0	189991.0	204455.0
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	118995.0	127640.0	131504.0
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	53424.0	55785.0	56482.0
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	7026.0	4255.0	3717.0
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	95210.0	ND
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	76070.0	ND
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	81535.0	ND
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	57942.0	ND
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	310756.0	ND
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	88394.0
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	161408.0
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	79478.0
MAINE-ET-LOIRE	49	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	329280.0
MANCHE	50	LO02Nombre total de résidences principales (p)	Nombre	194795.0	213868.0	222448.0
MANCHE	50	LO02Résidences principales type maison (p)	Nombre	152020.0	168396.0	177982.0
MANCHE	50	LO02Résidences principales type appartement (p)	Nombre	36975.0	43402.0	42881.0
MANCHE	50	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	5800.0	2070.0	1585.0
MANCHE	50	LO02Résidences principales de 1 pièce (p)	Nombre	5960.0	5596.0	5274.0
MANCHE	50	LO02Résidences principales de 2 pièces (p)	Nombre	18532.0	17680.0	17441.0
MANCHE	50	LO02Résidences principales de 3 pièces (p)	Nombre	40495.0	40115.0	40769.0
MANCHE	50	LO02Résidences principales de 4 pièces (p)	Nombre	54971.0	56634.0	59140.0
MANCHE	50	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	74837.0	93844.0	99823.0
MANCHE	50	LO02Nombre de pièces des résidences principales (p)	Nombre	807687.0	927469.0	974043.0
MANCHE	50	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	679115.0	793189.0	843815.0
MANCHE	50	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	110468.0	129761.0	126676.0
MANCHE	50	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	112612.0	130725.0	138907.0
MANCHE	50	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	75660.0	79351.0	80298.0
MANCHE	50	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	33254.0	34426.0	34299.0
MANCHE	50	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	6523.0	3792.0	3243.0
MANCHE	50	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	76304.0	ND
MANCHE	50	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	51120.0	ND
MANCHE	50	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	50211.0	ND
MANCHE	50	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	28833.0	ND
MANCHE	50	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	206468.0	ND
MANCHE	50	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	68540.0
MANCHE	50	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	105004.0
MANCHE	50	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	42839.0
MANCHE	50	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	216383.0
MARNE	51	LO02Nombre total de résidences principales (p)	Nombre	228443.0	245362.0	253137.0
MARNE	51	LO02Résidences principales type maison (p)	Nombre	125317.0	136761.0	142789.0
MARNE	51	LO02Résidences principales type appartement (p)	Nombre	96950.0	105930.0	108259.0
MARNE	51	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	6176.0	2670.0	2090.0
MARNE	51	LO02Résidences principales de 1 pièce (p)	Nombre	14031.0	14611.0	13627.0
MARNE	51	LO02Résidences principales de 2 pièces (p)	Nombre	24459.0	25459.0	27123.0
MARNE	51	LO02Résidences principales de 3 pièces (p)	Nombre	45166.0	44474.0	47032.0
MARNE	51	LO02Résidences principales de 4 pièces (p)	Nombre	59251.0	59281.0	60455.0
MARNE	51	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	85536.0	101537.0	104899.0
MARNE	51	LO02Nombre de pièces des résidences principales (p)	Nombre	924052.0	1026730.0	1062822.0
MARNE	51	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	609604.0	697509.0	730888.0
MARNE	51	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	297791.0	324664.0	328341.0
MARNE	51	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	111414.0	123806.0	130204.0
MARNE	51	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	108308.0	115725.0	117881.0
MARNE	51	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	62810.0	64022.0	64344.0
MARNE	51	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	8721.0	5831.0	5053.0
MARNE	51	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	68960.0	ND
MARNE	51	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	84013.0	ND
MARNE	51	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	56879.0	ND
MARNE	51	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	30334.0	ND
MARNE	51	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	240186.0	ND
MARNE	51	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	62494.0
MARNE	51	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	143494.0
MARNE	51	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	41158.0
MARNE	51	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	247146.0
MAYENNE	53	LO02Nombre total de résidences principales (p)	Nombre	113501.0	125610.0	131356.0
MAYENNE	53	LO02Résidences principales type maison (p)	Nombre	89681.0	100339.0	105906.0
