SPECIALITE,INSCRIPT,FRANCE ENTIERE,FRANCE M�tropolitaine,DOM-COM,Alsace-Champagne-Ardenne-Lorraine,Aquitaine-Limousin-Poitou-Charentes,Auvergne-Rh�ne-Alpes,Bourgogne-Franche-Comt�,Bretagne,Centre-Val de Loire,Corse,Guadeloupe,Guyane,Ile-de-France,La R�union,Languedoc-Roussillon-Midi-Pyr�n�es,Martinique,Mayotte,Nord-Pas-de-Calais-Picardie,Normandie,Pays de la Loire,Provence-Alpes-C�te d�Azur,01 - Ain,02 - Aisne,03 - Allier,04 - Alpes-de-Haute-Provence,05 - Hautes-Alpes,06 - Alpes-Maritimes,07 - Ard�che,08 - Ardennes,09 - Ari�ge,10 - Aube,11 - Aude,12 - Aveyron,13 - Bouches-du-Rh�ne,14 - Calvados,15 - Cantal,16 - Charente,17 - Charente-Maritime,18 - Cher,19 - Corr�ze,2A - Corse-du-Sud,2B - Haute-Corse,21 - C�te-d�Or,22 - C�tes-d�Armor,23 - Creuse,24 - Dordogne,25 - Doubs,26 - Dr�me,27 - Eure,28 - Eure-et-Loir,29 - Finist�re,30 - Gard,31 - Haute-Garonne,32 - Gers,33 - Gironde,34 - H�rault,35 - Ille-et-Vilaine,36 - Indre,37 - Indre-et-Loire,38 - Is�re,39 - Jura,40 - Landes,41 - Loir-et-Cher,42 - Loire,43 - Haute-Loire,44 - Loire-Atlantique,45 - Loiret,46 - Lot,47 - Lot-et-Garonne,48 - Loz�re,49 - Maine-et-Loire,50 - Manche,51 - Marne,52 - Haute-Marne,53 - Mayenne,54 - Meurthe-et-Moselle,55 - Meuse,56 - Morbihan,57 - Moselle,58 - Ni�vre,59 - Nord,60 - Oise,61 - Orne,62 - Nord-Pas-de-Calais,63 - Puy-de-D�me,64 - Pyr�n�es-Atlantiques,65 - Hautes-Pyr�n�es,66 - Pyr�n�es-Orientales,67 - Bas-Rhin,68 - Haut-Rhin,69 - Rh�ne,70 - Haute-Sa�ne,71 - Sa�ne-et-Loire,72 - Sarthe,73 - Savoie,74 - Haute-Savoie,75 - Paris,76 - Seine-Maritime,77 - Seine-et-Marne,78 - Yvelines,79 - Deux-S�vres,80 - Somme,81 - Tarn,82 - Tarn-et-Garonne,83 - Var,84 - Vaucluse,85 - Vend�e,86 - Vienne,87 - Haute-Vienne,88 - Vosges,89 - Yonne,90 - Territoire de Belfort,91 - Essonne,92 - Hauts-de-Seine,93 - Seine-Saint-Denis,94 - Val-de-Marne,95 - Val-d�Oise,971 - Guadeloupe,972 - Martinique,973 - Guyane,974 - La R�union,976 - Mayotte
G�n�tique m�dicale,Salari�s hospitaliers,218,212,6,20,15,30,8,7,5,0,2,0,61,3,15,1,0,15,6,11,19,0,0,0,0,0,5,0,0,0,1,0,0,13,1,0,0,0,0,0,0,0,5,0,0,0,3,1,0,0,0,1,6,0,8,8,6,0,4,6,0,0,0,4,0,8,1,0,0,0,2,0,3,0,0,4,0,1,1,0,10,0,0,1,2,0,0,0,9,2,15,0,0,1,2,0,48,5,0,5,0,4,0,0,1,0,0,4,3,0,0,0,1,0,2,5,0,2,1,0,3,0
G�n�tique m�dicale,Autres salari�s,19,19,0,2,1,3,0,0,2,0,0,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
G�riatrie,Ensemble des modes d'exercice,1756,1736,20,160,126,205,71,87,68,3,6,1,481,8,142,5,0,155,82,70,86,17,20,9,2,2,26,8,8,7,8,8,9,23,13,3,13,18,10,7,1,2,21,19,2,10,7,10,18,10,22,14,21,4,28,33,29,3,14,30,1,4,9,17,4,22,22,4,11,2,21,11,8,7,5,30,1,17,29,5,67,32,5,25,15,12,10,11,36,26,69,6,16,7,7,16,90,35,46,66,4,11,17,2,22,11,15,9,8,7,10,5,52,53,46,68,60,6,5,1,8,0
G�riatrie,Lib�raux exclusifs,62,59,3,4,3,5,1,2,2,0,1,1,18,1,12,0,0,3,1,2,6,1,2,0,0,0,3,0,1,0,1,1,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,2,0,1,0,0,1,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,3,1,1,1,0,1,1,0
G�riatrie,Mixtes,47,47,0,1,2,8,1,1,0,0,0,0,16,0,3,0,0,4,2,0,9,1,1,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,1,0,0,0,4,0,0,0,0,2,6,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,3,0,1,3,1,0,0,0,0,0
G�riatrie,Salari�s hospitaliers,1332,1316,16,128,105,156,49,61,55,2,5,0,358,6,94,5,0,122,71,56,59,11,16,7,2,2,18,8,6,7,6,4,6,14,13,3,12,15,8,6,1,1,10,15,1,10,4,8,17,7,15,9,9,3,22,22,21,2,11,22,1,3,8,15,3,18,19,3,9,2,16,9,6,6,5,25,1,10,25,3,49,27,3,20,13,8,8,5,25,22,48,5,13,4,6,12,52,29,35,48,4,10,14,2,13,10,13,7,8,6,10,3,43,41,33,53,53,5,5,0,6,0
G�riatrie,Autres salari�s,315,314,1,27,16,36,20,23,11,1,0,0,89,1,33,0,0,26,8,12,12,4,1,2,0,0,3,0,1,0,1,3,2,1,0,0,0,3,2,0,0,1,11,3,1,0,2,2,1,3,6,2,11,1,5,7,7,1,3,7,0,0,1,2,1,2,1,0,1,0,5,2,2,1,0,4,0,7,4,2,17,4,0,3,1,4,1,5,9,4,15,1,2,3,1,1,23,5,11,16,0,1,1,0,8,0,2,2,0,1,0,2,4,10,9,11,5,0,0,0,1,0
Gyn�cologie m�dicale,Ensemble des modes d'exercice,3146,3094,52,196,308,327,77,110,82,12,15,5,1007,18,250,12,2,242,112,108,263,12,11,10,5,3,57,7,8,8,13,12,10,133,23,4,23,26,7,7,5,7,18,23,3,10,14,17,10,12,29,23,95,9,133,50,32,5,23,74,4,17,12,17,3,56,23,4,15,2,20,22,13,6,10,49,4,26,42,8,139,24,9,44,30,40,6,16,36,14,110,7,13,8,15,28,432,48,59,85,7,24,10,5,38,27,14,8,19,11,8,5,67,145,76,93,50,15,12,5,18,2
Gyn�cologie m�dicale,Lib�raux exclusifs,2036,1994,42,122,217,212,49,67,50,9,12,2,627,18,172,9,1,141,61,74,193,6,8,9,4,2,41,5,3,4,9,2,3,95,7,2,14,18,1,2,3,6,15,11,1,9,7,9,4,5,23,10,78,6,102,34,18,2,16,48,2,13,8,8,3,45,18,4,8,2,12,13,8,3,5,31,0,15,31,6,85,13,4,23,19,29,5,14,21,11,72,3,5,6,10,21,248,33,33,62,6,12,7,3,31,20,6,5,10,5,6,5,52,98,42,53,39,12,9,2,18,1
Gyn�cologie m�dicale,Mixtes,586,584,2,44,47,66,14,28,16,1,0,0,192,0,48,2,0,42,36,12,38,5,3,1,0,0,10,1,4,1,0,9,7,20,12,1,5,1,5,3,1,0,1,9,2,0,5,2,4,6,3,7,7,2,17,13,8,1,3,18,1,1,0,3,0,2,1,0,4,0,4,7,3,3,1,6,3,8,7,0,18,5,3,11,6,6,1,1,12,1,22,2,5,1,3,4,99,10,16,15,0,5,0,0,4,4,4,1,7,5,0,0,7,21,6,21,7,0,2,0,0,0
Gyn�cologie m�dicale,Salari�s hospitaliers,344,338,6,24,36,39,13,14,14,0,2,3,86,0,15,1,0,44,10,22,21,1,0,0,1,1,4,1,1,2,4,0,0,9,3,0,2,6,0,1,0,0,1,3,0,0,2,5,2,0,3,1,4,0,13,3,5,2,4,8,1,3,4,5,0,9,4,0,3,0,4,1,2,0,4,7,1,3,4,2,23,5,1,9,5,4,0,1,3,1,9,2,3,1,2,3,38,3,9,6,1,7,2,2,3,3,4,2,1,1,2,0,3,13,12,4,1,2,1,3,0,0
Gyn�cologie m�dicale,Autres salari�s,180,178,2,6,8,10,1,1,2,2,1,0,102,0,15,0,1,15,5,0,11,0,0,0,0,0,2,0,0,1,0,1,0,9,1,1,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,5,6,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,13,1,1,1,0,1,0,0,0,1,7,0,0,0,0,0,47,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,5,13,16,15,3,1,0,0,0,1
Gyn�cologie-obst�trique,Ensemble des modes d'exercice,4724,4540,184,436,332,561,161,202,159,13,36,30,1041,88,361,23,7,394,201,219,460,18,34,20,8,9,130,19,13,4,15,15,8,188,55,9,17,41,16,15,4,9,48,29,2,13,35,34,20,29,53,39,108,4,125,93,79,10,47,74,12,14,16,57,6,91,41,7,12,5,56,25,50,13,6,55,10,41,51,9,203,39,17,85,52,31,10,25,132,73,186,6,28,34,30,56,386,84,70,104,16,33,25,18,77,48,32,28,18,24,9,14,66,139,96,101,79,36,23,30,88,7
Gyn�cologie-obst�trique,Lib�raux exclusifs,1745,1674,71,149,137,200,41,58,56,7,15,12,371,34,185,9,1,110,48,86,226,8,7,5,0,0,75,11,1,1,6,6,1,90,17,1,7,11,4,5,3,4,16,6,0,6,13,8,4,8,15,15,60,0,60,55,23,3,22,29,1,3,6,15,2,35,13,2,7,2,21,5,20,2,1,14,3,14,17,3,67,7,1,18,18,15,4,16,50,28,76,0,6,18,8,19,139,21,24,47,6,11,10,13,42,19,11,12,5,8,0,2,29,41,29,34,28,15,9,12,34,1
Gyn�cologie-obst�trique,Mixtes,1077,1061,16,149,60,135,57,45,40,1,4,4,236,6,58,2,0,100,41,35,104,3,19,8,6,2,33,2,5,1,6,2,1,41,11,2,4,9,8,3,0,1,11,6,1,5,9,9,4,8,12,10,13,2,13,12,19,3,4,10,4,3,2,18,2,13,15,2,1,1,12,5,12,3,0,7,3,8,19,2,38,14,6,23,6,8,3,1,61,25,54,5,10,5,6,15,92,15,20,30,5,6,9,1,15,7,5,5,3,8,9,7,12,28,13,20,21,4,2,4,6,0
Gyn�cologie-obst�trique,Salari�s hospitaliers,1817,1721,96,134,128,221,61,96,57,4,17,13,409,48,108,12,6,173,110,94,126,7,8,7,2,7,20,5,7,2,3,6,5,56,26,6,6,20,4,6,1,3,20,16,1,2,13,15,12,11,26,13,34,2,49,23,35,3,18,35,7,7,8,23,2,41,13,3,4,2,22,15,18,8,5,34,3,19,15,3,88,18,10,43,28,8,3,6,20,19,55,1,12,11,16,22,141,47,25,27,5,16,5,4,19,22,15,10,10,7,0,5,24,67,50,46,29,17,12,13,48,6
Gyn�cologie-obst�trique,Autres salari�s,85,84,1,4,7,5,2,3,6,1,0,1,25,0,10,0,0,11,2,4,4,0,0,0,0,0,2,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,2,0,2,0,1,1,0,3,3,2,1,3,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,10,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,14,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,3,4,1,1,0,0,1,0,0
H�matologie,Ensemble des modes d'exercice,616,609,7,28,53,78,24,33,26,0,1,0,176,5,48,1,0,51,22,32,38,2,2,1,0,1,8,1,1,0,0,3,0,21,10,0,0,2,2,2,0,0,7,8,1,1,14,4,1,1,11,5,14,1,20,20,12,1,11,15,0,0,3,7,0,15,8,0,1,0,11,0,4,0,0,7,0,2,4,0,26,3,0,11,9,4,0,5,8,4,29,0,2,3,3,7,94,11,5,11,1,9,0,0,4,4,3,12,9,0,0,1,9,10,8,31,8,1,1,0,5,0
H�matologie,Lib�raux exclusifs,23,23,0,1,1,4,1,2,1,0,0,0,3,0,7,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
H�matologie,Mixtes,24,24,0,0,4,1,0,1,0,0,0,0,5,0,3,0,0,4,1,1,4,0,2,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
H�matologie,Salari�s hospitaliers,543,536,7,26,46,65,22,29,25,0,1,0,163,5,37,1,0,42,20,30,31,2,0,0,0,1,7,1,1,0,0,3,0,18,9,0,0,1,2,1,0,0,6,7,0,0,13,4,1,1,11,4,11,1,17,14,9,1,11,14,0,0,2,2,0,15,8,0,1,0,9,0,4,0,0,6,0,2,4,0,19,3,0,11,9,4,0,4,7,4,25,0,2,3,1,7,90,10,4,11,1,9,0,0,2,3,3,12,9,0,0,1,9,5,8,31,5,1,1,0,5,0
H�matologie,Autres salari�s,26,26,0,1,2,8,1,1,0,0,0,0,5,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Gastro-ent�rologie et h�patologie,Ensemble des modes d'exercice,3692,3626,66,281,310,402,138,193,120,19,16,5,859,34,323,10,1,295,175,176,335,15,28,14,5,10,93,10,9,6,14,21,11,136,48,7,18,32,8,14,9,10,36,29,2,10,35,24,15,21,61,35,85,7,105,85,66,12,36,65,7,16,13,41,6,72,30,10,15,1,44,19,38,6,11,41,4,37,50,8,136,30,10,64,37,43,12,23,72,35,129,6,26,20,18,36,297,83,61,57,14,37,19,8,62,29,29,23,18,12,11,9,49,147,79,122,47,16,10,5,34,1
Gastro-ent�rologie et h�patologie,Lib�raux exclusifs,1419,1385,34,113,130,155,40,68,52,14,10,2,264,18,153,4,0,103,58,73,162,4,7,6,1,4,49,3,3,2,7,10,2,58,11,1,8,18,5,8,8,6,7,8,0,5,12,11,6,7,23,13,48,2,45,37,23,4,17,27,1,7,5,11,3,36,14,0,5,0,18,6,15,2,3,15,0,14,15,3,49,12,4,27,16,23,5,14,37,16,51,2,7,7,6,16,78,31,18,28,4,8,14,6,37,13,9,6,1,3,4,4,20,51,23,28,18,10,4,2,18,0
Gastro-ent�rologie et h�patologie,Mixtes,750,745,5,64,51,88,32,29,19,1,1,0,196,2,61,2,0,66,23,30,85,9,8,4,4,2,16,1,4,0,3,1,4,39,9,5,2,2,3,3,1,0,13,8,0,3,4,3,2,4,14,11,12,0,9,23,3,3,3,16,5,5,1,12,1,6,5,4,4,1,6,3,5,2,6,12,4,4,10,1,23,8,1,13,5,7,0,2,15,8,20,1,6,3,3,9,81,8,12,18,5,14,2,1,14,10,9,4,7,1,1,1,16,25,12,22,10,1,2,0,2,0
Gastro-ent�rologie et h�patologie,Salari�s hospitaliers,1420,1394,26,97,118,152,62,92,48,3,5,3,360,13,102,4,1,118,92,71,79,2,13,4,0,4,25,6,1,4,4,10,5,38,28,1,8,9,0,3,0,3,16,12,2,2,16,9,7,10,22,10,22,5,47,25,39,4,16,22,1,3,7,17,2,30,11,6,6,0,20,9,16,2,2,14,0,19,25,4,56,10,5,24,16,11,6,5,18,9,54,3,12,8,9,10,126,43,30,10,4,15,3,1,7,5,11,13,10,8,6,4,10,59,38,68,19,5,4,3,13,1
Gastro-ent�rologie et h�patologie,Autres salari�s,103,102,1,7,11,7,4,4,1,1,0,0,39,1,7,0,0,8,2,2,9,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,0,3,1,0,0,2,1,3,0,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,8,0,0,0,0,2,1,2,2,2,4,0,1,2,0,1,12,1,1,1,1,0,0,0,4,1,0,0,0,0,0,0,3,12,6,4,0,0,0,0,1,0
M�decine du travail,Ensemble des modes d'exercice,5524,5450,74,489,447,725,194,265,175,19,14,6,1239,38,454,15,1,436,224,317,466,46,26,18,10,12,103,19,23,3,24,14,14,220,58,5,27,43,18,16,9,10,54,33,8,30,41,60,28,21,76,52,159,9,131,110,101,8,61,110,11,24,17,61,5,140,50,8,17,5,83,27,52,6,12,80,8,55,75,13,258,33,13,87,77,57,15,27,138,73,225,11,45,31,39,60,516,98,84,100,17,32,26,12,78,43,51,41,36,10,11,8,70,229,84,92,64,14,15,6,38,1
M�decine du travail,Lib�raux exclusifs,55,54,1,6,1,2,0,0,1,0,0,0,16,1,6,0,0,2,4,4,12,0,0,0,0,0,3,0,1,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,1,1,0,10,2,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0
M�decine du travail,Mixtes,14,14,0,0,0,3,0,0,1,0,0,0,3,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
M�decine du travail,Salari�s hospitaliers,550,542,8,43,50,62,15,26,14,2,1,1,125,4,42,2,0,55,29,36,43,3,2,3,1,2,6,1,1,1,1,1,4,25,11,2,3,7,1,3,1,1,5,6,1,1,4,2,1,1,8,2,16,1,12,10,7,1,3,8,0,3,3,6,0,14,5,1,2,0,12,1,6,0,0,10,1,5,4,0,40,3,3,4,10,5,0,1,15,5,21,0,4,3,3,3,71,13,2,4,2,6,3,2,6,3,7,5,6,0,1,1,5,16,6,16,5,1,2,1,4,0
M�decine du travail,Autres salari�s,4905,4840,65,440,396,658,179,239,159,17,13,5,1095,33,403,13,1,377,190,276,411,43,24,15,9,10,94,18,21,2,23,12,9,188,46,3,24,36,17,13,8,9,49,27,7,29,37,57,26,20,68,49,143,8,118,97,94,7,56,102,11,21,14,55,5,126,45,7,15,5,70,25,46,6,12,70,7,50,71,13,215,29,10,83,66,52,14,25,120,66,202,11,41,27,35,57,434,83,82,95,15,26,23,9,70,40,41,36,30,10,10,7,64,209,76,76,59,13,13,5,33,1
M�decine interne,Ensemble des modes d'exercice,2437,2376,61,228,199,276,97,92,82,7,11,8,706,25,195,12,5,138,85,102,169,8,15,17,4,9,43,5,3,3,4,4,6,82,21,5,10,19,11,4,2,5,36,11,1,9,15,18,7,9,34,21,48,6,78,66,36,3,29,48,4,6,10,26,3,42,20,4,9,1,26,10,26,1,7,36,4,11,27,6,72,16,0,15,32,17,7,15,87,26,86,4,15,13,11,17,372,47,18,34,6,20,9,5,20,11,14,19,21,14,6,11,34,97,58,77,16,11,12,8,25,5
M�decine interne,Lib�raux exclusifs,248,245,3,15,19,25,3,5,5,2,0,0,90,1,21,2,0,16,6,12,26,0,1,0,0,1,9,0,0,0,0,0,0,9,0,1,2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,4,4,0,11,8,3,0,3,3,0,0,0,1,0,6,1,0,0,0,2,0,0,0,0,2,0,1,3,0,8,3,0,3,3,6,1,3,7,3,15,0,0,4,0,1,46,6,2,6,0,1,0,1,6,1,0,0,0,0,1,1,9,16,4,5,2,0,2,0,1,0
M�decine interne,Mixtes,153,150,3,19,9,12,6,6,6,0,0,0,39,2,15,1,0,13,3,2,20,1,1,2,1,1,5,0,0,0,0,0,1,10,1,1,0,3,1,1,0,0,1,0,0,0,0,1,0,1,2,1,0,1,2,12,3,1,1,1,0,0,1,1,0,2,1,0,0,0,0,1,4,1,0,2,1,1,2,1,6,1,0,4,1,1,0,0,7,2,4,1,1,0,0,0,27,1,2,0,1,1,0,0,2,1,0,1,0,0,2,0,2,5,2,1,0,0,1,0,2,0
M�decine interne,Salari�s hospitaliers,1902,1851,51,186,164,222,80,78,69,5,11,7,522,21,147,8,4,98,75,87,118,6,13,14,3,7,26,4,2,3,4,4,5,62,19,3,8,16,8,3,1,4,29,10,1,9,14,16,7,7,29,16,41,5,60,44,30,2,25,42,3,6,9,21,3,33,18,4,9,1,24,9,22,0,7,31,3,9,22,5,51,9,0,7,26,10,4,7,71,18,60,3,14,9,11,16,264,40,12,26,5,18,9,4,11,9,14,18,19,13,3,9,19,70,50,69,12,11,8,7,21,4
M�decine interne,Autres salari�s,134,130,4,8,7,17,8,3,2,0,0,1,55,1,12,1,1,11,1,1,5,1,0,1,0,0,3,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,2,0,3,0,5,2,0,0,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0,1,2,0,2,5,2,3,7,0,0,0,0,0,35,0,2,2,0,0,0,0,1,0,0,0,2,1,0,1,4,6,2,2,2,0,1,1,1,1
M�decine nucl�aire,Ensemble des modes d'exercice,712,703,9,61,57,80,33,32,23,4,3,0,160,4,58,2,0,70,26,39,60,1,3,1,0,1,20,0,2,0,2,2,2,27,11,2,3,3,3,3,3,1,12,5,0,2,10,4,1,1,11,7,22,0,22,18,11,2,7,8,0,2,1,11,0,17,9,0,3,0,11,1,9,2,0,15,0,5,10,3,42,6,0,12,11,6,2,4,15,4,29,1,6,8,4,9,65,13,6,6,2,7,1,0,8,4,3,7,4,2,1,0,9,24,15,26,9,3,2,0,4,0
M�decine nucl�aire,Lib�raux exclusifs,216,216,0,12,18,28,11,10,11,1,0,0,38,0,18,0,0,31,9,11,18,1,2,0,0,1,8,0,0,0,0,0,1,8,1,2,0,3,3,3,1,0,4,0,0,2,3,0,1,1,2,2,10,0,6,5,4,1,1,2,0,0,1,4,0,5,4,0,0,0,1,1,2,1,0,4,0,4,2,0,18,4,0,5,2,0,0,0,1,0,11,1,2,5,0,6,6,6,5,2,2,2,0,0,1,0,0,2,0,2,1,0,2,9,8,1,5,0,0,0,0,0
M�decine nucl�aire,Mixtes,183,178,5,27,17,18,11,9,10,2,1,0,30,2,15,2,0,10,1,10,18,0,0,1,0,0,3,0,2,0,2,0,1,8,1,0,3,0,0,0,2,0,2,2,0,0,4,1,0,0,6,4,4,0,4,2,0,1,6,3,0,0,0,0,0,5,3,0,2,0,3,0,1,0,0,6,0,1,6,1,3,0,0,5,0,3,1,2,6,4,6,0,4,1,4,3,10,0,1,1,0,2,1,0,3,4,1,3,2,0,0,0,2,6,3,3,4,1,2,0,2,0
M�decine nucl�aire,Salari�s hospitaliers,296,292,4,20,22,33,11,13,2,1,2,0,87,2,21,0,0,26,15,17,24,0,0,0,0,0,9,0,0,0,0,2,0,11,9,0,0,0,0,0,0,1,6,3,0,0,3,3,0,0,3,1,6,0,12,10,7,0,0,3,0,2,0,7,0,6,2,0,1,0,7,0,5,0,0,5,0,0,2,2,19,2,0,2,9,3,0,2,8,0,11,0,0,2,0,0,46,6,0,3,0,3,0,0,4,0,2,2,2,0,0,0,4,8,4,22,0,2,0,0,2,0
M�decine nucl�aire,Autres salari�s,17,17,0,2,0,1,0,0,0,0,0,0,5,0,4,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M�decine physique et r�adaptation,Ensemble des modes d'exercice,2114,2065,49,215,173,244,67,140,50,11,8,2,351,24,254,15,0,187,73,93,207,18,10,10,10,7,29,4,6,2,10,10,9,87,21,2,8,13,7,6,6,5,17,25,5,6,13,13,9,4,35,34,60,4,64,76,44,7,16,39,6,14,6,28,1,44,10,4,5,2,20,19,20,2,5,38,6,36,36,6,97,18,4,44,17,28,15,23,47,40,72,11,10,13,19,21,111,20,34,38,9,18,13,2,53,21,11,5,10,10,2,2,15,51,33,43,26,8,15,2,24,0
M�decine physique et r�adaptation,Lib�raux exclusifs,334,328,6,35,47,34,8,15,4,4,1,2,46,1,58,2,0,10,6,11,50,2,0,2,2,1,8,0,0,1,1,2,3,20,2,0,1,1,0,1,2,2,2,3,0,3,2,3,3,0,4,6,19,1,32,15,4,1,3,2,0,0,0,4,0,4,0,0,2,0,4,0,1,0,0,2,1,4,5,1,5,1,0,3,1,6,6,1,13,10,13,0,3,2,6,1,25,1,2,3,1,1,4,0,12,7,1,0,0,2,0,0,2,9,4,1,0,1,2,2,1,0
M�decine physique et r�adaptation,Mixtes,142,141,1,14,12,17,5,8,3,0,0,0,21,0,21,1,0,9,2,3,26,0,1,1,2,1,5,1,0,1,1,3,0,12,0,1,3,2,0,0,0,0,1,0,0,0,2,1,0,0,1,2,3,0,3,10,4,0,1,2,0,2,1,0,1,2,1,0,0,0,0,0,3,0,0,3,1,3,2,0,6,1,0,1,1,2,0,1,3,1,7,1,1,0,2,0,11,2,0,3,0,0,1,0,2,4,1,0,0,0,0,0,0,4,0,2,1,0,1,0,0,0
M�decine physique et r�adaptation,Salari�s hospitaliers,1379,1340,39,136,93,168,38,105,41,7,7,0,236,20,153,12,0,129,54,72,108,14,9,6,3,4,15,3,5,0,3,5,2,43,16,1,4,9,7,5,4,3,7,20,5,2,8,9,5,4,26,24,33,2,23,49,30,6,12,30,6,11,5,22,0,32,7,3,2,0,16,17,14,2,5,29,4,29,23,5,56,14,0,35,12,11,7,20,27,22,45,5,4,11,8,18,63,16,25,30,8,15,6,2,36,7,8,5,8,7,1,2,12,29,19,33,25,7,12,0,20,0
M�decine physique et r�adaptation,Autres salari�s,259,256,3,30,21,25,16,12,2,0,0,0,48,3,22,0,0,39,11,7,23,2,0,1,3,1,1,0,1,0,5,0,4,12,3,0,0,1,0,0,0,0,7,2,0,1,1,0,1,0,4,2,5,1,6,2,6,0,0,5,0,1,0,2,0,6,2,1,1,2,0,2,2,0,0,4,0,0,6,0,30,2,4,5,3,9,2,1,4,7,7,5,2,0,3,2,12,1,7,2,0,2,2,0,3,3,1,0,2,1,1,0,1,9,10,7,0,0,0,0,3,0
